19 2
1.591195 1.528302
1.402516 2.056604
1.188679 2.584906
1.050314 3.138365
1.050314 3.817610
1.289308 4.547170
1.377358 5.402516
1.742138 6.257862
1.993711 6.685535
2.295597 6.962264
2.572327 6.861635
2.786164 6.484277
3.037736 6.761006
3.188679 7.415094
3.327044 7.792453
3.603774 8.371069
3.817610 8.698113
3.955975 8.672956
4.106918 8.496855
